bathroom_count,bedroom_count,build_year,cadastral_income,consumption_per_m2,epc,fireplace_count,fireplace_exists,furnish_exists,garden_exists,garden_orientation,garden_surface,gas_water_electricity_exists,habitable_surface,has_starting_price,heating_type,immoweb_id,is_holiday_property,kitchen_exists,kitchen_surface,kitchen_type,land_surface,living_surface,location,parking_box_count,parking_count_inside,parking_count_outside,postal_code,price,property_type,room_count,sale_type,sea_view_exists,sewer_exists,state_of_building,subtype,swimming_pool,terrace_exists,terrace_orientation,terrace_surface,toilet_count,transaction_subtype,url,wall_count
,,,0,,,,False,False,False,,,,,,,10820325,,False,,,,,Denderleeuw,,,,9470,,HOUSE_GROUP,,NORMAL_SALE,,,,HOUSE_GROUP,,False,,,,BUY_REGULAR,https://www.immoweb.be/en/classified/house_group/for-sale/Denderleeuw/9470/10820325,
2,4,1967,674,434,E,,False,False,False,,,True,,False,GAS,11001816,,False,,,746,,Ninove,,,,9400,350000,HOUSE,8,NORMAL_SALE,,CONNECTED,GOOD,HOUSE,,False,,,2,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Ninove/9400/11001816,4
1,3,,0,,,-1,True,False,True,NORTH_WEST,100,True,155,False,,11025359,,True,,INSTALLED,0,,Nieuwerkerken,,1,1,9320,350000,HOUSE,6,NORMAL_SALE,,,,HOUSE,,True,,,2,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Nieuwerkerken/9320/11025359,2
1,3,,0,,,-1,True,False,True,NORTH_WEST,100,True,155,False,,11012205,,True,,INSTALLED,0,,Nieuwerkerken,,1,1,9320,350000,HOUSE,6,NORMAL_SALE,,,,HOUSE,,True,,,2,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Nieuwerkerken/9320/11012205,2
2,4,1947,1182,448,E,,False,False,False,,,,377,False,GAS,11112688,,False,,,418,,Dendermonde,,5,,9200,350000,HOUSE,6,NORMAL_SALE,,,GOOD,MIXED_USE_BUILDING,,True,,,,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Dendermonde/9200/11112688,3
1,3,,985,423,A++,,False,False,False,,,True,143,False,,10875831,,False,,,71,,Sint-Amandsberg,,,,9040,350000,HOUSE,4,NORMAL_SALE,,CONNECTED,TO_BE_DONE_UP,HOUSE,,False,,,,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Sint-Amandsberg/9040/10875831,4
1,3,,985,423,E,,False,False,False,,,True,143,False,,10875833,,False,,,71,,Gent,,,,9000,350000,HOUSE,4,NORMAL_SALE,,CONNECTED,TO_BE_DONE_UP,HOUSE,,False,,,,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Gent/9000/10875833,4
1,3,1954,531,442,E,,False,False,False,,,,,False,GAS,11120432,,True,,NOT_INSTALLED,672,,Sint-Niklaas,,,,9100,350000,HOUSE,6,NOTARY_SALE,,,,HOUSE,,True,,,2,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Sint-Niklaas/9100/11120432,3
2,7,,0,,F,,False,False,False,,,False,,,,11019840,,False,,,360,,BURST,,3,2,9420,350000,HOUSE,11,NORMAL_SALE,,,,APARTMENT_BLOCK,,False,,,2,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/BURST/9420/11019840,
1,0,,443,,,,False,False,True,,1,True,150,False,,10970001,,False,,,921,,Aalst,,,,9310,350000,HOUSE,1,NORMAL_SALE,,CONNECTED,TO_RENOVATE,HOUSE,False,False,,,,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Aalst/9310/10970001,4
1,3,,0,72,A,-1,True,False,False,,,False,,False,,10980945,,False,,,307,45,Wichelen,,,,9260,350000,HOUSE,6,NORMAL_SALE,,,,HOUSE,,True,,,2,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Wichelen/9260/10980945,
1,2,2005,714,101,B,,False,False,False,,,,,False,GAS,10991794,,True,,INSTALLED,321,,Meerdonk,,,,9170,350000,HOUSE,5,NOTARY_SALE,,CONNECTED,AS_NEW,HOUSE,True,False,,,2,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Meerdonk/9170/10991794,
,0,,0,,,,False,False,False,,,,,False,,11148517,,False,,,670,,Geraardsbergen,,,,9500,350000,HOUSE,,NORMAL_SALE,,,,HOUSE,,False,,,,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Geraardsbergen/9500/11148517,
2,3,2023,1,,,,False,False,True,,25,,115,False,,11021668,,False,,,,35,Sint-Gillis-Waas,,,,9170,350000,APARTMENT,5,NORMAL_SALE,,,GOOD,APARTMENT,False,True,,12,,BUY_REGULAR,https://www.immoweb.be/en/classified/apartment/for-sale/Sint-Gillis-Waas/9170/11021668,3
1,3,1874,221,710,F,,False,False,False,,,True,129,False,GAS,10993246,,True,,INSTALLED,740,,Aalst,,,,9300,350000,HOUSE,4,NORMAL_SALE,,CONNECTED,TO_RENOVATE,HOUSE,,True,,,,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Aalst/9300/10993246,4
,3,,0,238,C,,False,False,False,,,,220,False,,11002861,,False,,,426,,Sint-Laureins,,1,,9980,350000,HOUSE,6,NORMAL_SALE,,CONNECTED,,HOUSE,,False,,,3,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Sint-Laureins/9980/11002861,
2,3,1979,1249,205,C,,False,False,True,,203,True,200,False,GAS,11056651,,False,17,,500,86,Beveren,,1,,9120,350000,HOUSE,5,NORMAL_SALE,,NOT_CONNECTED,,HOUSE,False,True,,6,,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Beveren/9120/11056651,3
1,3,,1373,490,E,,False,False,True,,70,True,265,False,GAS,11034807,,True,12,HYPER_EQUIPPED,226,32,Aalst,,1,1,9300,350000,HOUSE,7,NORMAL_SALE,,CONNECTED,GOOD,HOUSE,,True,,28,3,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Aalst/9300/11034807,3
1,4,1875,384,285,C,,False,False,False,,,False,160,,GAS,10836525,,True,,SEMI_EQUIPPED,90,,SINT-AMANDSBERG,,,,9040,350000,HOUSE,6,NORMAL_SALE,,,GOOD,HOUSE,,True,,,1,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/SINT-AMANDSBERG/9040/10836525,2
1,3,,388,164,B,,False,False,True,SOUTH,63,,125,False,GAS,11106510,,True,,INSTALLED,126,,Lembeke,,1,,9971,350000,HOUSE,5,NORMAL_SALE,,,GOOD,HOUSE,,False,,,1,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Lembeke/9971/11106510,3
1,2,,0,,,,False,False,False,,,,94,False,,10561664,,False,,,,,Maldegem,,,,9990,350000,APARTMENT,5,NORMAL_SALE,,,,APARTMENT,,True,,,2,BUY_REGULAR,https://www.immoweb.be/en/classified/apartment/for-sale/Maldegem/9990/10561664,
1,6,,697,281,C,,False,False,False,,,True,271,True,GAS,11018666,,False,,,376,,Machelen,,1,,9870,350000,HOUSE,7,NORMAL_SALE,,CONNECTED,,HOUSE,False,False,,,,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Machelen/9870/11018666,2
1,2,1952,580,566,F,,False,False,True,WEST,70,True,160,False,GAS,11126383,,True,12,INSTALLED,201,36,Melle,,,,9090,350000,HOUSE,5,NORMAL_SALE,,CONNECTED,GOOD,HOUSE,False,True,SOUTH_WEST,30,2,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Melle/9090/11126383,2
,3,,0,,,,False,False,False,,,,,False,,11022626,,False,,,117,,Lokeren,,,,9160,350000,HOUSE,3,NORMAL_SALE,,,,HOUSE,,False,,,,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Lokeren/9160/11022626,
1,2,2010,1042,185,B,-1,True,False,False,,,,106,False,GAS,10880448,,True,,INSTALLED,,45,SINT-NIKLAAS,,2,,9100,350000,APARTMENT,4,NORMAL_SALE,,,GOOD,APARTMENT,,True,,30,1,BUY_REGULAR,https://www.immoweb.be/en/classified/apartment/for-sale/SINT-NIKLAAS/9100/10880448,2
1,4,,782,476,E,1,True,False,False,,,True,200,False,FUELOIL,11124065,,False,,,800,,Lebbeke,,2,2,9280,350000,HOUSE,5,NORMAL_SALE,,,,HOUSE,,True,,,,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Lebbeke/9280/11124065,3
1,3,,0,,A,,False,False,False,,,,140,False,GAS,11072720,,True,,USA_HYPER_EQUIPPED,,,Dendermonde,,,4,9200,350000,APARTMENT,6,NORMAL_SALE,,,AS_NEW,APARTMENT,False,True,,20,2,BUY_REGULAR,https://www.immoweb.be/en/classified/apartment/for-sale/Dendermonde/9200/11072720,2
,3,1961,0,257,C,,False,False,False,,,False,,False,,10933602,False,False,,,0,,Geraardsbergen,,2,,9500,350000,HOUSE,3,NORMAL_SALE,,NOT_CONNECTED,AS_NEW,HOUSE,False,True,,,,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Geraardsbergen/9500/10933602,
1,3,2023,0,,,,False,False,True,,1,False,164,False,,11119818,,True,,NOT_INSTALLED,850,,Zottegem,,1,2,9620,350000,HOUSE,6,NORMAL_SALE,,,AS_NEW,HOUSE,False,False,,,2,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Zottegem/9620/11119818,3
1,3,,587,,B,,False,True,False,,,True,100,False,,11094657,,False,,,45,,Gent,,,,9000,350000,HOUSE,5,NORMAL_SALE,,,JUST_RENOVATED,HOUSE,False,True,,8,1,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Gent/9000/11094657,2
,1,,0,2208,F,,False,False,False,,,,78,,ELECTRIC,11044839,,False,,,1332,,Belsele,,,,9111,350000,HOUSE,2,NORMAL_SALE,,,TO_RENOVATE,HOUSE,,False,,,1,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Belsele/9111/11044839,
1,3,2008,549,307,D,,False,False,False,,,,164,False,ELECTRIC,11143773,,True,9,INSTALLED,280,28,Haaltert Denderhoutem,,1,5,9450,350000,HOUSE,6,NORMAL_SALE,,CONNECTED,GOOD,HOUSE,,True,,,2,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Haaltert-Denderhoutem/9450/11143773,3
1,3,1988,924,219,C,,False,False,True,NORTH,137,True,216,False,GAS,10812179,,True,12,INSTALLED,219,28,Zottegem,,,,9620,350000,HOUSE,5,NORMAL_SALE,,CONNECTED,AS_NEW,HOUSE,False,True,NORTH,1,1,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Zottegem/9620/10812179,2
1,3,,0,19,A,,False,False,False,,,False,135,False,,10857002,False,False,,,225,,Grammene,,,,9800,349356,HOUSE,6,NORMAL_SALE,,NOT_CONNECTED,,HOUSE,False,False,,,2,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Grammene/9800/10857002,
1,3,2008,549,307,D,,False,False,False,,,,164,False,ELECTRIC,11143774,,True,9,INSTALLED,280,28,Ninove,,1,5,9400,350000,HOUSE,6,NORMAL_SALE,,CONNECTED,GOOD,HOUSE,,True,,,2,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Ninove/9400/11143774,3
1,2,,0,342,D,,False,False,False,,,,240,False,GAS,10798686,,True,,HYPER_EQUIPPED,,,Dendermonde,,1,1,9200,349500,APARTMENT,3,NORMAL_SALE,,,AS_NEW,APARTMENT,,True,,,,BUY_REGULAR,https://www.immoweb.be/en/classified/apartment/for-sale/Dendermonde/9200/10798686,4
,2,2023,0,30,A,,False,False,False,,,,110,False,,11143461,,False,,,,,Destelbergen,,,,9070,349500,APARTMENT,2,NORMAL_SALE,,,GOOD,APARTMENT,,True,,16,,BUY_REGULAR,https://www.immoweb.be/en/classified/apartment/for-sale/Destelbergen/9070/11143461,
,2,2005,0,141,B,,False,False,False,,,,,,GAS,11016944,,False,,,,,Gent,,,,9000,349500,APARTMENT,2,NORMAL_SALE,,,AS_NEW,APARTMENT,,True,,,,BUY_REGULAR,https://www.immoweb.be/en/classified/apartment/for-sale/Gent/9000/11016944,2
1,2,2025,0,,,,False,False,False,,,,98,False,ELECTRIC,11153035,,True,,INSTALLED,,31,Lochristi,,,,9080,349440,APARTMENT,4,NORMAL_SALE,,,GOOD,APARTMENT,,True,,3,1,BUY_REGULAR,https://www.immoweb.be/en/classified/apartment/for-sale/Lochristi/9080/11153035,
1,3,1986,664,292,C,,False,False,True,,667,True,135,False,GAS,11140957,,True,,INSTALLED,1198,,Brakel,,1,5,9660,349000,HOUSE,6,NORMAL_SALE,,CONNECTED,GOOD,HOUSE,True,True,,,2,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Brakel/9660/11140957,4
,4,,0,467,E,,False,False,True,,88,False,270,False,,11106210,,True,12,INSTALLED,320,40,Denderleeuw,,1,3,9470,349500,HOUSE,6,NORMAL_SALE,,CONNECTED,TO_BE_DONE_UP,HOUSE,False,True,,14,2,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Denderleeuw/9470/11106210,3
,2,2023,0,30,A,,False,False,False,,,,110,False,,11000016,False,False,,,,,Destelbergen,,,,9070,349500,APARTMENT,2,NORMAL_SALE,,,,APARTMENT,False,True,,16,,BUY_REGULAR,https://www.immoweb.be/en/classified/apartment/for-sale/Destelbergen/9070/11000016,
,3,1974,1083,736,A++,1,True,False,True,SOUTH_WEST,350,True,210,False,ELECTRIC,11041941,,False,,,809,,Schellebelle,,3,5,9260,349500,HOUSE,3,NORMAL_SALE,,CONNECTED,GOOD,BUNGALOW,,False,,,,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Schellebelle/9260/11041941,4
1,4,1969,929,191,B,,False,False,False,,,True,256,,GAS,11155826,,True,18,INSTALLED,460,55,GERAARDSBERGEN,,3,2,9500,349500,HOUSE,7,NORMAL_SALE,,,GOOD,HOUSE,,False,,,2,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/GERAARDSBERGEN/9500/11155826,2
,4,1962,0,474,E,,False,False,False,,,,168,,FUELOIL,10846748,,False,,,1100,,Zottegem,,1,,9620,349500,HOUSE,4,NORMAL_SALE,,,TO_BE_DONE_UP,HOUSE,,False,,,,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Zottegem/9620/10846748,3
1,4,1969,929,191,B,,False,False,False,,,True,256,,GAS,11155818,,True,18,INSTALLED,460,55,GERAARDSBERGEN,,3,2,9500,349500,HOUSE,7,NORMAL_SALE,,,GOOD,MIXED_USE_BUILDING,,False,,,2,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/GERAARDSBERGEN/9500/11155818,2
1,2,2019,1001,77,A,,False,False,False,,,,81,False,GAS,11053072,,True,6,INSTALLED,,32,Gent,,,,9000,349500,APARTMENT,3,NORMAL_SALE,,,,SERVICE_FLAT,,True,,10,,BUY_REGULAR,https://www.immoweb.be/en/classified/apartment/for-sale/Gent/9000/11053072,
1,2,2024,0,,,-1,True,False,False,,,,110,False,,11142338,,True,,INSTALLED,,,Destelbergen,,,,9070,349500,APARTMENT,4,NORMAL_SALE,,,,APARTMENT,,True,,16,1,BUY_REGULAR,https://www.immoweb.be/en/classified/apartment/for-sale/Destelbergen/9070/11142338,3
1,2,2024,0,,,-1,True,False,False,,,,110,False,,11142344,,True,,INSTALLED,,,Destelbergen,,,,9070,349500,APARTMENT,4,NORMAL_SALE,,,,APARTMENT,,True,,16,1,BUY_REGULAR,https://www.immoweb.be/en/classified/apartment/for-sale/Destelbergen/9070/11142344,3
1,3,1956,686,332,D,,False,False,True,SOUTH,,,166,,GAS,10815135,False,True,,INSTALLED,195,,Mariakerke,,,,9030,349900,HOUSE,5,NORMAL_SALE,,,TO_BE_DONE_UP,HOUSE,False,False,,,1,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Mariakerke/9030/10815135,2
1,3,1974,847,417,E,,False,False,True,,506,,214,False,FUELOIL,11100396,,True,18,HYPER_EQUIPPED,506,21,Deinze,,1,4,9800,349800,HOUSE,6,NORMAL_SALE,,CONNECTED,GOOD,HOUSE,False,True,,50,2,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Deinze/9800/11100396,4
1,5,,323,,D,1,True,False,False,,,True,200,False,GAS,11131839,,False,,,216,,Lebbeke,,1,10,9280,349900,HOUSE,7,NORMAL_SALE,,CONNECTED,GOOD,HOUSE,,False,,,1,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Lebbeke/9280/11131839,2
1,3,,376,155,B,,False,False,False,,,,160,False,GAS,11085549,,False,,,580,,Lebbeke,,,,9280,349900,HOUSE,6,NORMAL_SALE,,,,HOUSE,,False,,,2,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Lebbeke/9280/11085549,
,3,,0,,,,False,False,False,,,False,112,False,,10837491,,False,,,0,,Lokeren,,,,9160,349900,HOUSE,3,NORMAL_SALE,,CONNECTED,GOOD,HOUSE,,False,,,,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Lokeren/9160/10837491,4
1,5,,323,,D,1,True,False,False,,,True,200,False,GAS,11131840,,False,,,216,,Lebbeke,,1,10,9280,349900,HOUSE,7,NORMAL_SALE,,CONNECTED,GOOD,HOUSE,,False,,,1,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Lebbeke/9280/11131840,2
,2,,0,,,,False,False,False,,,,86,False,,10698684,,False,,,,,Lochristi,,,,9080,349900,APARTMENT,2,NORMAL_SALE,,,GOOD,GROUND_FLOOR,,False,,,,BUY_REGULAR,https://www.immoweb.be/en/classified/apartment/for-sale/Lochristi/9080/10698684,
,2,,0,,,,False,False,False,,,,86,False,,10400440,,False,,,,,Lochristi,,,,9080,349900,APARTMENT,2,NORMAL_SALE,,,GOOD,GROUND_FLOOR,,False,,,,BUY_REGULAR,https://www.immoweb.be/en/classified/apartment/for-sale/Lochristi/9080/10400440,
1,3,2023,0,0,,,False,False,True,,189,,120,False,,11050102,,True,13,INSTALLED,,21,Kruisem,,,,9770,349990,APARTMENT,6,NORMAL_SALE,,,,APARTMENT,,True,,23,2,BUY_REGULAR,https://www.immoweb.be/en/classified/apartment/for-sale/Kruisem/9770/11050102,
1,2,1964,547,112,B,,False,False,False,,,,142,False,GAS,11148457,,True,,INSTALLED,194,,Wondelgem,,,,9032,349900,HOUSE,4,NORMAL_SALE,,,GOOD,HOUSE,,False,,,1,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Wondelgem/9032/11148457,
,3,,359,1456,F,,False,False,False,,,,,True,,11121438,,False,,,1050,,Kalken,,,,9270,350000,HOUSE,3,NOTARY_SALE,,,,HOUSE,,False,,,,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Kalken/9270/11121438,
2,4,1961,701,230,C,,False,False,False,,,True,191,,GAS,11092475,,True,10,INSTALLED,274,33,NINOVE,,1,,9400,350000,HOUSE,8,NORMAL_SALE,,,JUST_RENOVATED,MIXED_USE_BUILDING,,False,,,2,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/NINOVE/9400/11092475,3
,3,,0,,,,False,False,True,,50,,162,False,,10989070,,False,,,,,Denderleeuw,,,,9470,350000,APARTMENT,3,NORMAL_SALE,,,GOOD,APARTMENT,,True,,6,,BUY_REGULAR,https://www.immoweb.be/en/classified/apartment/for-sale/Denderleeuw/9470/10989070,
1,4,1899,1754,378,D,,False,False,False,,,True,331,False,GAS,10518711,False,False,,,195,,Rupelmonde,,,,9150,350000,HOUSE,5,NORMAL_SALE,,CONNECTED,,HOUSE,False,False,,,,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Rupelmonde/9150/10518711,
1,2,2023,0,,,,False,False,False,,,,100,False,,10987536,,True,,USA_HYPER_EQUIPPED,,,Maldegem,,,,9990,350000,APARTMENT,5,NORMAL_SALE,,,AS_NEW,APARTMENT,False,True,,6,2,BUY_REGULAR,https://www.immoweb.be/en/classified/apartment/for-sale/Maldegem/9990/10987536,2
1,5,1958,666,1108,F,,False,False,True,,534,,195,False,,11021362,,True,8,INSTALLED,789,43,Lebbeke Denderbelle,,1,4,9280,350000,HOUSE,6,NORMAL_SALE,,CONNECTED,TO_RENOVATE,COUNTRY_COTTAGE,False,False,,,,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Lebbeke-Denderbelle/9280/11021362,4
,3,,981,326,D,,False,False,False,,,,,False,,11075730,,False,,,,,Temse,,,,9140,350000,APARTMENT,3,NOTARY_SALE,,,,DUPLEX,,False,,,,BUY_REGULAR,https://www.immoweb.be/en/classified/apartment/for-sale/Temse/9140/11075730,
2,3,1970,1477,246,C,,False,False,False,,,,157,False,GAS,11066518,,True,10,SEMI_EQUIPPED,,45,Gent,,,,9000,349000,APARTMENT,7,NORMAL_SALE,,,TO_RENOVATE,APARTMENT,,True,,9,2,BUY_REGULAR,https://www.immoweb.be/en/classified/apartment/for-sale/Gent/9000/11066518,2
1,3,1986,837,972,F,,False,False,False,,,,215,False,FUELOIL,11115593,,True,17,INSTALLED,366,28,Haaltert Denderhoutem,,2,4,9450,349000,HOUSE,6,NORMAL_SALE,,CONNECTED,GOOD,HOUSE,False,True,,,2,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Haaltert-Denderhoutem/9450/11115593,3
6,8,1971,1600,986,E,,False,False,False,,,,606,False,GAS,10551930,,False,17,,1418,14,Brakel,,,1,9660,349000,HOUSE,25,NORMAL_SALE,,CONNECTED,,HOUSE,,True,,,11,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Brakel/9660/10551930,4
1,3,2001,0,321,D,,False,False,False,,,,170,False,FUELOIL,11009031,,True,16,INSTALLED,932,41,Brakel,,1,,9660,349000,HOUSE,5,NORMAL_SALE,,CONNECTED,,HOUSE,,False,,,1,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Brakel/9660/11009031,
1,3,1956,483,221,C,,False,False,False,,,,191,False,,11111776,,False,14,,514,40,Gijzegem,,1,,9308,349000,HOUSE,6,NORMAL_SALE,,CONNECTED,,HOUSE,,True,,,2,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Gijzegem/9308/11111776,3
6,8,1971,1600,986,E,,False,False,False,,,,606,False,GAS,11032733,,False,17,,1418,14,Brakel,,,1,9660,349000,HOUSE,25,NORMAL_SALE,,CONNECTED,,MIXED_USE_BUILDING,,True,,,11,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Brakel/9660/11032733,4
1,3,1961,237,98,A,-1,True,False,True,NORTH,80,True,165,False,GAS,11090086,,False,,,0,52,MOERBEKE,,,,9180,349000,HOUSE,6,NORMAL_SALE,,,JUST_RENOVATED,HOUSE,,True,,15,2,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/MOERBEKE/9180/11090086,2
1,2,1930,612,240,C,,False,False,True,SOUTH_WEST,35,,124,False,GAS,11133591,,True,12,INSTALLED,126,,Gent,,,,9000,349000,HOUSE,4,NORMAL_SALE,,,,HOUSE,,False,,,1,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Gent/9000/11133591,
1,1,2024,0,,,,False,False,True,,47,,83,False,,11116442,,True,,USA_HYPER_EQUIPPED,,,Gent,,,1,9040,349000,APARTMENT,3,NORMAL_SALE,,,AS_NEW,GROUND_FLOOR,False,True,,17,1,BUY_REGULAR,https://www.immoweb.be/en/classified/apartment/for-sale/Gent/9040/11116442,4
1,3,,0,549,F,-1,True,False,False,,,True,340,False,FUELOIL,11097719,,True,20,SEMI_EQUIPPED,1134,,ZEGELSEM,,2,5,9660,349000,HOUSE,6,NORMAL_SALE,,,,VILLA,,True,,,2,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/ZEGELSEM/9660/11097719,4
1,4,1954,0,452,E,,False,False,False,,,False,160,,,11065425,,True,,INSTALLED,293,,Erpe,,1,4,9420,349000,HOUSE,6,NORMAL_SALE,,,GOOD,HOUSE,,True,,,1,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Erpe/9420/11065425,3
1,2,,0,,,,False,False,False,,,,106,False,GAS,11152771,,True,,INSTALLED,,,Wondelgem,,1,,9032,349000,APARTMENT,4,NORMAL_SALE,,,GOOD,APARTMENT,,True,,26,1,BUY_REGULAR,https://www.immoweb.be/en/classified/apartment/for-sale/Wondelgem/9032/11152771,
1,4,,547,115,B,,False,False,False,,,,178,False,GAS,11152772,,True,,INSTALLED,114,,Gentbrugge,,,,9050,349000,HOUSE,6,NORMAL_SALE,,CONNECTED,GOOD,HOUSE,,False,,,1,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Gentbrugge/9050/11152772,
2,2,2014,887,111,B,-1,True,False,False,,,,113,False,GAS,11102815,,True,10,INSTALLED,,,ASTENE,,1,,9800,349000,APARTMENT,6,NORMAL_SALE,,,GOOD,DUPLEX,,False,,,2,BUY_REGULAR,https://www.immoweb.be/en/classified/apartment/for-sale/ASTENE/9800/11102815,3
1,4,1941,0,793,F,,False,False,False,,,,248,False,FUELOIL,10929092,,False,11,,2132,42,Oudenaarde,,1,,9700,349000,HOUSE,8,NORMAL_SALE,,CONNECTED,TO_RENOVATE,VILLA,,True,,5,3,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Oudenaarde/9700/10929092,3
1,3,1965,528,154,B,,False,False,False,,,,162,False,GAS,11030548,,True,,INSTALLED,130,,Lede,,,,9340,349000,HOUSE,6,NORMAL_SALE,,CONNECTED,GOOD,HOUSE,,False,,,2,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Lede/9340/11030548,
1,4,1963,855,1484,F,,False,False,False,,,True,112,,,11154398,,True,,SEMI_EQUIPPED,1252,,DRONGEN,,1,,9031,349000,HOUSE,5,NORMAL_SALE,,,TO_BE_DONE_UP,VILLA,,True,,,,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/DRONGEN/9031/11154398,4
,2,2015,0,126,B,,False,False,False,,,,90,False,GAS,11073945,,True,,INSTALLED,,,Sint-Denijs-Westrem,,,1,9051,349000,APARTMENT,3,NORMAL_SALE,,,,APARTMENT,,True,,,1,BUY_REGULAR,https://www.immoweb.be/en/classified/apartment/for-sale/Sint-Denijs-Westrem/9051/11073945,
1,3,2023,0,,,,False,False,False,,,,142,False,,11146370,,True,9,INSTALLED,230,37,Deinze,,1,,9800,349000,HOUSE,6,NORMAL_SALE,,CONNECTED,AS_NEW,HOUSE,False,False,,,2,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Deinze/9800/11146370,2
1,4,1900,939,627,F,-1,True,False,True,WEST,,False,192,False,FUELOIL,11132609,,True,,NOT_INSTALLED,190,,Gent,,,,9040,349000,HOUSE,5,NORMAL_SALE,,,TO_RENOVATE,HOUSE,,False,,,,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Gent/9040/11132609,
1,3,2023,0,,,,False,False,False,,,True,184,False,GAS,11062370,,True,12,USA_HYPER_EQUIPPED,353,27,Geraardsbergen Moerbeke,,1,1,9500,349000,HOUSE,6,NORMAL_SALE,,CONNECTED,AS_NEW,VILLA,False,True,,,2,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Geraardsbergen-Moerbeke/9500/11062370,3
1,4,1981,607,457,E,,False,False,False,,,,187,False,GAS,11003884,,True,,INSTALLED,443,,Waarschoot,,1,1,9950,349000,HOUSE,7,NORMAL_SALE,,CONNECTED,GOOD,HOUSE,,False,,,2,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Waarschoot/9950/11003884,2
