bathroom_count,bedroom_count,build_year,cadastral_income,consumption_per_m2,epc,fireplace_count,fireplace_exists,furnish_exists,garden_exists,garden_orientation,garden_surface,gas_water_electricity_exists,habitable_surface,has_starting_price,heating_type,immoweb_id,is_holiday_property,kitchen_exists,kitchen_surface,kitchen_type,land_surface,living_surface,location,parking_box_count,parking_count_inside,parking_count_outside,postal_code,price,property_type,room_count,sale_type,sea_view_exists,sewer_exists,state_of_building,subtype,swimming_pool,terrace_exists,terrace_orientation,terrace_surface,toilet_count,transaction_subtype,url,wall_count
3,5,2015,0,109.62,B,,False,False,True,,335,True,315,False,,11075176,,False,,,942,,Gent,,6,6,9000,1695000,HOUSE,8,NORMAL_SALE,,CONNECTED,GOOD,HOUSE,,True,,,,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Gent/9000/11075176,3
3,4,1959,1341,281,C,,False,True,True,,573,,247,False,FUELOIL,11109703,,True,,HYPER_EQUIPPED,820,,Mariakerke,,,1,9030,1650000,HOUSE,10,NORMAL_SALE,,CONNECTED,JUST_RENOVATED,HOUSE,True,True,,,3,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Mariakerke/9030/11109703,4
2,4,1991,2683,291,C,,False,False,False,,,True,600,False,FUELOIL,10918360,,False,,,12402,,Merelbeke,,1,4,9820,1650000,HOUSE,10,NORMAL_SALE,,CONNECTED,GOOD,VILLA,False,True,,,4,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Merelbeke/9820/10918360,4
,,,0,0,,,False,False,False,,,,,False,,8557413,False,False,,,,,Gent,,,,9000,,APARTMENT_GROUP,,NORMAL_SALE,,,,APARTMENT_GROUP,,False,,,,BUY_REGULAR,https://www.immoweb.be/en/classified/apartment_group/for-sale/Gent/9000/8557413,
,,,0,,,,False,False,False,,,,,,,10747557,,False,,,,,Gent,,,,9000,,APARTMENT_GROUP,,NORMAL_SALE,,,,APARTMENT_GROUP,,False,,,,BUY_REGULAR,https://www.immoweb.be/en/classified/apartment_group/for-sale/Gent/9000/10747557,
,4,,0,493,E,,False,False,False,,,,,False,FUELOIL,9810499,,False,,,86420,,Ellezelles,,,,9600,1750000,HOUSE,4,NORMAL_SALE,,,GOOD,FARMHOUSE,,False,,,,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Ellezelles/9600/9810499,4
3,3,2023,0,,,,False,False,True,SOUTH,522,,180,,,10867664,,True,,INSTALLED,,,DRONGEN,,2,,9031,1695000,APARTMENT,6,NORMAL_SALE,,,,APARTMENT,,True,,47,,BUY_REGULAR,https://www.immoweb.be/en/classified/apartment/for-sale/DRONGEN/9031/10867664,4
,4,,2268,,,,False,False,False,,,True,548,False,,10799640,,True,,SEMI_EQUIPPED,240,,Gent,,1,,9000,1750000,HOUSE,8,NORMAL_SALE,,CONNECTED,AS_NEW,EXCEPTIONAL_PROPERTY,,False,,,4,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Gent/9000/10799640,3
,28,,0,288,C,-1,True,False,False,,,False,1200,False,,11031697,,False,,,307,,Ronse,,,,9600,1750000,HOUSE,28,NORMAL_SALE,,,,MIXED_USE_BUILDING,,False,,,,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Ronse/9600/11031697,
,28,,0,288,C,-1,True,False,False,,,,1200,False,,11031698,,False,,,,,Ronse,,,,9600,1750000,APARTMENT,28,NORMAL_SALE,,,,APARTMENT,,False,,,,BUY_REGULAR,https://www.immoweb.be/en/classified/apartment/for-sale/Ronse/9600/11031698,
6,7,2018,1449,57,A,,False,True,True,,1220,True,550,False,GAS,10971927,,True,30,HYPER_EQUIPPED,1880,116,Geraardsbergen,,,6,9500,1650000,HOUSE,20,NORMAL_SALE,,,AS_NEW,EXCEPTIONAL_PROPERTY,True,True,,160,7,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Geraardsbergen/9500/10971927,4
2,3,2023,0,,,1,True,False,False,,,,230,False,SOLAR,10967152,,True,,HYPER_EQUIPPED,,,Gent,,1,,9000,1635000,APARTMENT,7,NORMAL_SALE,,,AS_NEW,APARTMENT,,False,,,2,BUY_REGULAR,https://www.immoweb.be/en/classified/apartment/for-sale/Gent/9000/10967152,3
2,5,2010,0,108,B,,False,False,True,,6300,,536,False,FUELOIL,10850710,,True,,HYPER_EQUIPPED,12591,,Dendermonde,,2,6,9200,1620000,HOUSE,11,NORMAL_SALE,,NOT_CONNECTED,AS_NEW,VILLA,True,True,,100,4,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Dendermonde/9200/10850710,4
,28,,0,288,C,-1,True,False,False,,,False,1200,False,,11031699,,False,,,307,,Ronse,,,,9600,1750000,HOUSE,28,NORMAL_SALE,,,,HOUSE,,False,,,,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Ronse/9600/11031699,
1,4,1950,2161,470,E,,False,False,True,SOUTH_WEST,855,,272,False,GAS,11117855,,True,,INSTALLED,855,,Gent,,1,,9000,1600000,HOUSE,5,NORMAL_SALE,,CONNECTED,TO_RENOVATE,VILLA,,False,,,,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Gent/9000/11117855,
,,,0,,,,False,False,False,,,,,,,11143239,,False,,,,,Astene,,,,9800,,APARTMENT_GROUP,,NORMAL_SALE,,,,APARTMENT_GROUP,,False,,,,BUY_REGULAR,https://www.immoweb.be/en/classified/apartment_group/for-sale/Astene/9800/11143239,
3,3,2023,0,,,,False,False,False,,,,205,False,,11084128,,True,,INSTALLED,,28,Astene,,,,9800,1600000,APARTMENT,8,NORMAL_SALE,,,,APARTMENT,,False,,,2,BUY_REGULAR,https://www.immoweb.be/en/classified/apartment/for-sale/Astene/9800/11084128,
2,4,1991,2683,291,C,1,True,False,False,,,,600,False,,10605769,,True,,HYPER_EQUIPPED,12402,,Merelbeke,,,,9820,1650000,HOUSE,6,NORMAL_SALE,,,AS_NEW,VILLA,,False,,,,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Merelbeke/9820/10605769,4
,,,0,,,,False,False,False,,,,,False,,11018251,,False,,,,,Gent,,19,19,9000,,APARTMENT_GROUP,,NORMAL_SALE,,,,APARTMENT_GROUP,,False,,,,BUY_REGULAR,https://www.immoweb.be/en/classified/apartment_group/for-sale/Gent/9000/11018251,
2,5,1884,0,328,A++,,False,False,False,,,True,976,False,GAS,11067777,,False,,,2461,,Zwalm,,,,9630,1600000,HOUSE,7,NORMAL_SALE,,CONNECTED,GOOD,HOUSE,True,True,,,,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Zwalm/9630/11067777,4
1,3,2020,1536,5,A,1,True,False,True,SOUTH,700,True,320,False,ELECTRIC,11052204,,True,30,INSTALLED,1200,45,Laarne,,3,3,9270,1530000,HOUSE,6,NORMAL_SALE,,CONNECTED,AS_NEW,VILLA,False,True,SOUTH,25,2,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Laarne/9270/11052204,4
6,11,1900,1117,243,C,,False,False,False,,,,770,False,FUELOIL,11150544,,True,,USA_HYPER_EQUIPPED,350,90,Gent,,2,2,9000,1500000,HOUSE,23,NORMAL_SALE,,CONNECTED,TO_BE_DONE_UP,MIXED_USE_BUILDING,False,True,,70,6,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Gent/9000/11150544,3
,,,0,,,,False,False,False,,,,,False,,10896162,,False,,,,,Gent,,,,9000,,APARTMENT_GROUP,,NORMAL_SALE,,,,APARTMENT_GROUP,,False,,,,BUY_REGULAR,https://www.immoweb.be/en/classified/apartment_group/for-sale/Gent/9000/10896162,
2,3,2023,0,,,,False,False,True,SOUTH,502,,162,,,10867662,,True,,INSTALLED,,,DRONGEN,,2,,9031,1550000,APARTMENT,5,NORMAL_SALE,,,,APARTMENT,,True,,34,,BUY_REGULAR,https://www.immoweb.be/en/classified/apartment/for-sale/DRONGEN/9031/10867662,4
3,4,2013,1862,90,A,,False,False,True,SOUTH_EAST,3273,False,1107,False,,11069493,,False,63,,4300,75,Aalst,,9,3,9310,1545000,HOUSE,10,NORMAL_SALE,,CONNECTED,GOOD,VILLA,True,False,,,3,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Aalst/9310/11069493,4
7,14,1977,6089,203,C,,False,False,False,,,True,707,,GAS,10884878,,True,,SEMI_EQUIPPED,666,210,SINT-AMANDSBERG,,4,,9040,1550000,HOUSE,29,NORMAL_SALE,,,GOOD,MIXED_USE_BUILDING,,True,,3,8,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/SINT-AMANDSBERG/9040/10884878,4
1,2,1967,1942,557,F,,False,False,False,,,True,,False,ELECTRIC,11046833,,False,,,1442,,Sint-Martens-Latem,,30,30,9830,1550000,HOUSE,3,NORMAL_SALE,,CONNECTED,GOOD,HOUSE,,True,,,,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Sint-Martens-Latem/9830/11046833,4
2,3,1962,1931,161,B,,False,False,False,,,,210,False,GAS,11013996,,True,,HYPER_EQUIPPED,,,Gent,,1,,9000,1550000,APARTMENT,7,NORMAL_SALE,,,GOOD,APARTMENT,,True,,,2,BUY_REGULAR,https://www.immoweb.be/en/classified/apartment/for-sale/Gent/9000/11013996,
4,4,2022,0,,,,False,False,False,,,False,1325,False,,11116285,,False,,,7045,,Baardegem,,10,6,9310,1550000,HOUSE,8,NORMAL_SALE,,CONNECTED,GOOD,VILLA,True,True,,,,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Baardegem/9310/11116285,4
2,9,1913,2145,752,F,,False,False,False,,,,545,False,FUELOIL,11143568,,False,,,5615,,Oudenaarde,,,,9700,1560000,HOUSE,13,NORMAL_SALE,,CONNECTED,TO_RENOVATE,CASTLE,,False,,,2,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Oudenaarde/9700/11143568,4
9,9,,2218,138,B,,False,False,False,,,True,468,False,FUELOIL,11092125,,False,,,11716,,Geraardsbergen,,,,9500,1555000,HOUSE,27,NORMAL_SALE,,CONNECTED,GOOD,VILLA,True,True,,,9,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Geraardsbergen/9500/11092125,4
9,10,2004,2218,138,B,,False,False,True,,11009,True,468,False,,11091672,,True,,HYPER_EQUIPPED,12080,,Viane,,,,9500,1555000,HOUSE,19,NORMAL_SALE,,CONNECTED,AS_NEW,HOUSE,False,True,,,,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Viane/9500/11091672,4
5,6,1850,1370,258,C,1,True,False,False,,,True,256,False,WOOD,10956631,,False,,,7520,,Aalter,,1,,9881,1565000,HOUSE,11,NORMAL_SALE,,CONNECTED,GOOD,VILLA,,True,,,,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Aalter/9881/10956631,4
4,4,1964,3272,105,B,,False,False,False,,,True,370,False,GAS,11143155,,False,,,108,,Gent,,,,9000,1590000,HOUSE,13,NORMAL_SALE,,CONNECTED,GOOD,HOUSE,,True,,,5,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Gent/9000/11143155,2
3,10,1977,3656,211,C,2,True,False,True,SOUTH,4700,True,825,False,GAS,10424649,,False,,,4700,,Temse,,3,6,9140,1590000,HOUSE,19,NORMAL_SALE,,CONNECTED,AS_NEW,EXCEPTIONAL_PROPERTY,True,True,,200,6,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Temse/9140/10424649,
,0,,195,,,,False,False,False,,,False,,False,,10930105,,False,,,143,,Gent,,,,9000,1595000,HOUSE,,NORMAL_SALE,,CONNECTED,,HOUSE,,False,,,,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Gent/9000/10930105,4
2,7,1873,1514,307,D,,False,True,True,,2000,True,670,False,GAS,11016386,,True,,USA_HYPER_EQUIPPED,3115,,Nazareth,,1,2,9810,1600000,HOUSE,12,NORMAL_SALE,,CONNECTED,AS_NEW,EXCEPTIONAL_PROPERTY,,True,,40,3,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Nazareth/9810/11016386,4
1,4,1992,0,,,,False,False,False,,,False,558,,GAS,11069850,,True,,INSTALLED,1734,,Astene,,1,,9800,1595000,HOUSE,6,NORMAL_SALE,,,TO_RENOVATE,HOUSE,,True,,,1,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Astene/9800/11069850,4
1,2,2020,0,,,,False,False,False,,,,153,False,,11149929,,True,20,USA_HYPER_EQUIPPED,,56,Gent,,,1,9000,1595000,APARTMENT,5,NORMAL_SALE,,,AS_NEW,APARTMENT,False,True,,21,2,BUY_REGULAR,https://www.immoweb.be/en/classified/apartment/for-sale/Gent/9000/11149929,2
3,3,,0,,,,False,False,False,,,,205,False,,11102044,,False,,,,,Deinze,,,,9800,1600000,APARTMENT,7,NORMAL_SALE,,,,APARTMENT,,True,,110,1,BUY_REGULAR,https://www.immoweb.be/en/classified/apartment/for-sale/Deinze/9800/11102044,
2,8,,0,,,,False,False,True,SOUTH_WEST,1,True,,False,,11113255,,True,,USA_HYPER_EQUIPPED,3100,,Nazareth,,2,1,9810,1600000,HOUSE,13,NORMAL_SALE,,CONNECTED,AS_NEW,VILLA,False,True,SOUTH_WEST,1,3,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Nazareth/9810/11113255,4
,0,2024,0,,,,False,False,False,,,,,False,GAS,11130241,,True,,INSTALLED,0,,Schoonaarde,,,,9200,1500000,HOUSE,,NORMAL_SALE,,CONNECTED,,APARTMENT_BLOCK,,False,,,,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Schoonaarde/9200/11130241,
1,2,2016,0,87,A,,False,False,False,,,,98,False,GAS,11000907,,True,,HYPER_EQUIPPED,,,Wetteren,,4,,9230,1500000,APARTMENT,3,NORMAL_SALE,,,AS_NEW,APARTMENT,,True,,,,BUY_REGULAR,https://www.immoweb.be/en/classified/apartment/for-sale/Wetteren/9230/11000907,2
3,8,1969,2289,227,C,,False,False,True,SOUTH,,True,502,False,GAS,10905329,False,True,,INSTALLED,27067,,Moerbeke-Waas,,,8,9180,1495000,HOUSE,11,NORMAL_SALE,,CONNECTED,AS_NEW,MANOR_HOUSE,True,False,WEST,,,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Moerbeke-Waas/9180/10905329,4
,3,,0,,,-1,True,False,False,,,False,,False,,11139734,,True,,SEMI_EQUIPPED,9038,,Nazareth,,,,9810,1500000,HOUSE,3,NORMAL_SALE,,,TO_RENOVATE,HOUSE,,False,,,,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Nazareth/9810/11139734,4
2,8,1890,1618,957,F,-1,True,False,True,SOUTH,,True,310,False,FUELOIL,10699510,,True,20,SEMI_EQUIPPED,5930,50,Ninove,,2,15,9400,1500000,HOUSE,12,NORMAL_SALE,,,TO_RENOVATE,HOUSE,,True,,,2,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Ninove/9400/10699510,4
,9,,0,584,F,,False,False,False,,,,500,False,GAS,11095836,,False,,,179,,Gent,,,,9000,1500000,HOUSE,9,NORMAL_SALE,,CONNECTED,,HOUSE,,False,,,,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Gent/9000/11095836,
3,4,1981,0,131,B,1,True,False,False,,,True,380,False,GAS,11102058,,False,,,15000,,Merelbeke,,2,5,9820,1495000,HOUSE,11,NORMAL_SALE,,CONNECTED,GOOD,HOUSE,,True,,,4,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Merelbeke/9820/11102058,4
2,6,1874,1477,231,C,,False,False,False,,,True,702,False,FUELOIL,11123156,,False,,,273,,Gent,,,,9000,1400000,HOUSE,8,NORMAL_SALE,,CONNECTED,GOOD,MANSION,,False,,,,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Gent/9000/11123156,4
1,2,1850,2111,129,B,,False,False,False,,,,255,False,,11117860,,False,,,95,,Gent,,,,9000,1395000,HOUSE,6,NORMAL_SALE,,CONNECTED,,MANOR_HOUSE,,True,,36,3,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Gent/9000/11117860,
2,4,,0,,,,False,False,False,,,False,450,,,11055638,,False,,,0,,Maldegem,,,,9990,1400000,HOUSE,6,NORMAL_SALE,,,GOOD,HOUSE,False,False,,,,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Maldegem/9990/11055638,4
,,,0,,,,False,False,False,,,,,False,,11115499,,False,,,,,Gent,,,,9000,,APARTMENT_GROUP,,NORMAL_SALE,,,,APARTMENT_GROUP,,False,,,,BUY_REGULAR,https://www.immoweb.be/en/classified/apartment_group/for-sale/Gent/9000/11115499,
2,3,2010,1435,268,C,,False,False,False,,,True,310,False,,11020802,,True,32,HYPER_EQUIPPED,4289,41,Aalst,,2,4,9310,1430000,HOUSE,8,NORMAL_SALE,,CONNECTED,AS_NEW,EXCEPTIONAL_PROPERTY,True,True,,,3,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Aalst/9310/11020802,4
,8,2022,0,,,,False,False,False,,,,,False,GAS,9920438,,True,,HYPER_EQUIPPED,147,,Eeklo,,,,9900,1420000,HOUSE,8,NORMAL_SALE,,CONNECTED,GOOD,APARTMENT_BLOCK,,False,,,,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Eeklo/9900/9920438,
,16,,0,,,,False,False,False,,,,,False,,11103630,,False,,,,,Aalst,,,,9300,1400000,APARTMENT,16,NORMAL_SALE,,,,APARTMENT,,False,,,,BUY_REGULAR,https://www.immoweb.be/en/classified/apartment/for-sale/Aalst/9300/11103630,4
3,6,1957,3549,,,,False,False,False,,,,400,False,GAS,11146605,,False,,,120,,Gent,,,,9000,1450000,HOUSE,9,NORMAL_SALE,,,GOOD,APARTMENT_BLOCK,,True,,,,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Gent/9000/11146605,2
2,5,1990,3403,159,B,,False,False,False,,,True,682,False,,11027222,,True,,HYPER_EQUIPPED,4382,,Destelbergen,,4,3,9070,1479000,HOUSE,10,NORMAL_SALE,,CONNECTED,AS_NEW,EXCEPTIONAL_PROPERTY,,False,,,3,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Destelbergen/9070/11027222,4
,0,,0,,C,,False,False,False,,,False,330,False,,11064492,,False,,,0,,Gent,,,,9000,1450000,HOUSE,,NORMAL_SALE,,CONNECTED,,HOUSE,,False,,,,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Gent/9000/11064492,4
2,5,1963,0,226,C,1,True,False,False,,,True,327,,FUELOIL,11115054,,True,,SEMI_EQUIPPED,50000,,LOVENDEGEM,,3,5,9860,1450000,HOUSE,10,NORMAL_SALE,,,TO_BE_DONE_UP,HOUSE,,True,,50,3,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/LOVENDEGEM/9860/11115054,4
2,3,2010,1435,268,C,,False,False,False,,,True,310,False,,11020819,,True,32,HYPER_EQUIPPED,4289,41,Aalst,,2,4,9310,1430000,HOUSE,8,NORMAL_SALE,,CONNECTED,AS_NEW,EXCEPTIONAL_PROPERTY,True,True,,,3,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Aalst/9310/11020819,4
2,4,2001,0,105,B,,False,False,False,,,,323,False,,10977571,,False,17,,1594,27,Sint-Amandsberg,,,,9040,1495000,HOUSE,7,NORMAL_SALE,,CONNECTED,GOOD,VILLA,,False,,,1,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Sint-Amandsberg/9040/10977571,
3,9,1977,0,211,C,,False,False,False,,,True,825,False,PELLET,11128474,,True,,HYPER_EQUIPPED,4670,,Temse,,3,,9140,1450000,HOUSE,12,NORMAL_SALE,,CONNECTED,AS_NEW,VILLA,True,True,,,,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Temse/9140/11128474,4
2,5,1963,2144,226,C,,False,False,False,,,True,397,False,,11075629,,False,18,,0,38,Lievegem,,1,2,9920,1450000,HOUSE,9,NORMAL_SALE,,CONNECTED,GOOD,VILLA,,False,,,2,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Lievegem/9920/11075629,4
6,6,,0,146,B,,False,False,True,SOUTH,63,True,427,False,GAS,10995904,,True,,INSTALLED,255,,Gent,,,,9000,1468000,HOUSE,19,NORMAL_SALE,,CONNECTED,AS_NEW,MANSION,False,True,SOUTH,7,7,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Gent/9000/10995904,2
2,4,2001,0,105,B,,False,False,False,,,,323,False,,10977572,,False,17,,1594,27,Gent,,,,9000,1495000,HOUSE,7,NORMAL_SALE,,CONNECTED,GOOD,VILLA,,False,,,1,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Gent/9000/10977572,
2,4,2001,0,105,B,,False,False,False,,,,323,False,,10977573,,False,17,,1594,27,Destelbergen,,,,9070,1495000,HOUSE,7,NORMAL_SALE,,CONNECTED,GOOD,VILLA,,False,,,1,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Destelbergen/9070/10977573,
3,8,1972,2289,230,C,,False,False,False,,,,502,False,FUELOIL,10697604,,False,,,25805,,Moerbeke-Waas,,,,9180,1495000,HOUSE,11,NORMAL_SALE,,CONNECTED,AS_NEW,VILLA,,False,,,,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Moerbeke-Waas/9180/10697604,
3,6,1972,0,227,C,,False,False,False,,,True,500,False,FUELOIL,11116942,,False,,,25805,,Moerbeke,,,,9180,1495000,HOUSE,9,NORMAL_SALE,,CONNECTED,GOOD,VILLA,,False,,,,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Moerbeke/9180/11116942,4
1,4,2014,2150,124.74,B,,False,False,False,,,,543,False,,11037371,,False,35,,690,37,Lede,,1,2,9340,1350000,HOUSE,7,NORMAL_SALE,,CONNECTED,AS_NEW,EXCEPTIONAL_PROPERTY,False,True,,,2,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Lede/9340/11037371,3
5,5,1906,1130,185,B,,False,False,True,EAST,1,True,560,False,GAS,11149698,,True,,INSTALLED,170,,Gent,,,,9000,1495000,HOUSE,16,NORMAL_SALE,,CONNECTED,AS_NEW,MANSION,False,False,,,6,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Gent/9000/11149698,2
2,4,2007,1795,150,B,,False,False,True,SOUTH_WEST,3150,,452,False,GAS,11141863,,True,,INSTALLED,3150,,Middelburg,,2,4,9992,1350000,HOUSE,9,NORMAL_SALE,,CONNECTED,,VILLA,,True,,70,3,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Middelburg/9992/11141863,
1,4,2014,0,124,B,,False,False,False,,,,543,False,GAS,11143579,,True,,HYPER_EQUIPPED,690,,Lede,,1,,9340,1350000,HOUSE,7,NORMAL_SALE,,,GOOD,MANOR_HOUSE,,False,,,2,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Lede/9340/11143579,
1,0,2012,0,,,,False,False,False,,,,645,False,GAS,11032741,,False,21,,3762,,Oudenaarde,,,1,9700,1350000,HOUSE,3,NORMAL_SALE,,CONNECTED,GOOD,MIXED_USE_BUILDING,,False,,,2,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Oudenaarde/9700/11032741,4
2,2,2022,0,,,,False,False,False,,,,188,False,,9917137,False,True,,HYPER_EQUIPPED,,,St-Denijs-Westrem,,,,9051,1372000,APARTMENT,6,NORMAL_SALE,,,AS_NEW,APARTMENT,,True,,38,2,BUY_REGULAR,https://www.immoweb.be/en/classified/apartment/for-sale/St-Denijs-Westrem/9051/9917137,4
2,2,,0,,,,False,False,False,,,,187,False,,11128873,,True,16,HYPER_EQUIPPED,,54,Sint-Martens-Latem,,,1,9830,1372000,APARTMENT,6,NORMAL_SALE,,,AS_NEW,APARTMENT,False,True,,38,2,BUY_REGULAR,https://www.immoweb.be/en/classified/apartment/for-sale/Sint-Martens-Latem/9830/11128873,4
2,2,,0,,,,False,False,False,,,,187,False,,11128894,,True,16,HYPER_EQUIPPED,,54,Gent,,,1,9000,1372000,APARTMENT,6,NORMAL_SALE,,,AS_NEW,APARTMENT,False,True,,38,2,BUY_REGULAR,https://www.immoweb.be/en/classified/apartment/for-sale/Gent/9000/11128894,4
2,2,,0,,,,False,False,False,,,,187,False,,11153318,,True,16,HYPER_EQUIPPED,,54,Gent Sint-Denijs-Westrem,,,1,9051,1372000,APARTMENT,6,NORMAL_SALE,,,AS_NEW,APARTMENT,False,True,,38,2,BUY_REGULAR,https://www.immoweb.be/en/classified/apartment/for-sale/Gent-Sint-Denijs-Westrem/9051/11153318,4
5,5,2025,0,,A,,False,False,False,,,,,False,,11127037,,False,,,,,Gent,,,,9000,1375000,APARTMENT,15,NORMAL_SALE,,,,APARTMENT,False,True,,8,5,BUY_REGULAR,https://www.immoweb.be/en/classified/apartment/for-sale/Gent/9000/11127037,
,,,0,,,,False,False,False,,,,,False,,11101102,,False,,,,,Gent Sint-Denijs-Westrem,,,,9051,,APARTMENT_GROUP,,NORMAL_SALE,,,,APARTMENT_GROUP,,False,,,,BUY_REGULAR,https://www.immoweb.be/en/classified/apartment_group/for-sale/Gent-Sint-Denijs-Westrem/9051/11101102,
,,,0,,,,False,False,False,,,,,False,,11130863,,False,,,,,Gent,,,,9000,,APARTMENT_GROUP,,NORMAL_SALE,,,,APARTMENT_GROUP,,False,,,,BUY_REGULAR,https://www.immoweb.be/en/classified/apartment_group/for-sale/Gent/9000/11130863,
,,,0,,,,False,False,False,,,,,False,,11130848,,False,,,,,Sint-Martens-Latem,,,,9830,,APARTMENT_GROUP,,NORMAL_SALE,,,,APARTMENT_GROUP,,False,,,,BUY_REGULAR,https://www.immoweb.be/en/classified/apartment_group/for-sale/Sint-Martens-Latem/9830/11130848,
1,4,1980,2750,220,C,,False,False,False,,,True,358,False,GAS,10958921,,False,17,,42220,38,Stekene,,,,9190,1375000,HOUSE,5,NORMAL_SALE,,CONNECTED,GOOD,HOUSE,,True,,,,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Stekene/9190/10958921,4
,,,0,,,,False,False,False,,,,,False,,11153322,,False,,,,,Gent Sint-Denijs-Westrem,,,,9051,,APARTMENT_GROUP,,NORMAL_SALE,,,,APARTMENT_GROUP,,False,,,,BUY_REGULAR,https://www.immoweb.be/en/classified/apartment_group/for-sale/Gent-Sint-Denijs-Westrem/9051/11153322,
1,3,,2663,166,B,1,True,False,True,,12071,True,468,False,,11067210,,True,40,INSTALLED,6500,122,Buggenhout,,3,8,9255,1375000,HOUSE,8,NORMAL_SALE,,,AS_NEW,VILLA,True,True,,50,4,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Buggenhout/9255/11067210,4
,,,0,,,,False,False,False,,,,,False,,11135485,,False,,,,,Gent Sint-Denijs-Westrem,,,,9051,,APARTMENT_GROUP,,NORMAL_SALE,,,,APARTMENT_GROUP,,False,,,,BUY_REGULAR,https://www.immoweb.be/en/classified/apartment_group/for-sale/Gent-Sint-Denijs-Westrem/9051/11135485,
2,4,2001,2148,99,A,,False,False,False,,,,285,False,GAS,11134977,,True,,INSTALLED,2067,,Destelbergen,,,5,9070,1375000,HOUSE,8,NORMAL_SALE,,CONNECTED,,VILLA,,False,,,2,BUY_REGULAR,https://www.immoweb.be/en/classified/house/for-sale/Destelbergen/9070/11134977,
